mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
1,17,0,UA,1448,ORD,1012,17.08,154,19
4,28,3,AA,1137,ORD,837,8.33,135,-5
0,26,6,WN,1039,SMF,358,19.42,70,49
4,31,6,B6,916,ORD,740,16.08,147,143
3,23,3,AA,2090,SFO,1464,11.25,210,104
1,18,1,AA,785,LGA,1389,18.67,240,130
2,18,2,WN,533,SMF,479,19.33,85,73
0,26,6,HA,30,OGG,2640,15.83,325,15
7,23,6,UA,798,ORD,528,19.83,106,-10
5,22,0,UA,448,SMF,910,13.82,141,-5
2,14,5,AA,1690,ORD,1182,17.08,180,5
11,23,2,UA,1448,ORD,1012,17.23,159,44
10,6,4,B6,648,SFO,2586,22.67,317,9
10,9,0,UA,850,ORD,678,18.08,124,22
1,1,5,OO,5919,ORD,196,6.28,64,NA
2,15,6,UA,679,ORD,1723,15.08,262,28
0,1,2,UA,945,ORD,1745,12.78,267,21
3,10,4,UA,831,ORD,1846,7.05,273,-22
5,28,6,UA,943,ORD,1745,15,258,61
1,29,5,UA,748,SFO,192,10.87,56,-7
5,11,3,OO,5905,ORD,1118,10.52,179,34
1,11,1,UA,127,ORD,1745,18.5,271,27
0,16,3,OO,6015,ORD,557,9.83,119,-20
9,12,0,WN,954,SMF,397,15.17,80,-7
5,11,3,AA,350,ORD,733,18.08,140,44
0,25,5,AA,1377,ORD,1721,20.08,265,56
5,11,3,UA,479,SFO,679,19.08,118,16
2,19,3,OH,5103,JFK,267,9.33,96,16
0,25,5,OO,6756,ORD,773,19.83,127,119
8,1,1,AA,1201,ORD,258,14.67,65,-6
9,8,3,WN,2822,TUS,365,11.42,80,-10
5,18,3,UA,770,SFO,967,12.7,158,-6
8,10,3,AA,865,TUS,813,8,125,-10
5,3,2,UA,1567,ORD,1515,19.92,235,113
3,4,5,UA,1590,SFO,414,12.78,99,39
5,13,5,OO,5888,ORD,109,14.92,56,NA
6,13,0,OH,5490,JFK,145,14.92,80,55
1,11,1,UA,501,SFO,447,11.55,89,13
1,6,3,AA,451,ORD,1846,10.17,285,131
0,21,1,B6,908,ORD,740,12,130,57
7,3,0,B6,705,JFK,1597,12.25,234,67
6,9,3,UA,150,SFO,1846,16.03,244,39
7,13,3,AA,2189,LGA,1097,7.5,175,13
4,23,5,UA,371,ORD,1739,17.75,259,-16
10,19,3,OH,6579,JFK,340,16,122,-10
3,4,5,UA,692,ORD,733,20.33,131,49
6,31,4,OO,5703,SJC,234,16.98,62,1
7,1,5,OO,6024,ORD,157,16.83,55,45
1,14,4,UA,658,ORD,719,18,142,35
0,3,4,WN,2285,SJC,308,20.67,70,17
9,7,2,OO,5815,ORD,196,18,61,163
6,11,5,UA,581,ORD,1739,14.9,260,25
10,5,3,OO,6588,SFO,192,12.67,58,15
2,20,4,UA,39,SFO,2338,17.05,335,88
3,10,4,B6,711,JFK,1597,9.17,240,-8
6,23,3,WN,3069,SJC,308,8,75,20
10,4,2,AA,1229,LGA,1035,11.98,195,-10
6,8,2,AA,305,ORD,1721,9.33,265,-15
7,22,5,UA,785,SFO,447,21.33,90,74
2,21,5,UA,515,ORD,1781,20.73,272,57
5,11,3,UA,1564,ORD,1144,18,177,47
7,15,5,UA,224,SFO,2419,23.55,307,19
11,30,2,UA,524,ORD,867,7.08,138,-15
1,22,5,UA,847,LGA,229,19.42,87,NA
11,2,2,OH,6419,LGA,431,9,131,24
9,29,3,UA,1153,SFO,337,6.18,86,-10
6,27,0,UA,41,SFO,2447,9.57,333,35
0,5,6,AA,1463,ORD,888,10.33,160,21
4,31,6,AA,2420,ORD,1120,7,165,1
5,16,1,WN,466,SJC,342,20.83,80,-2
10,20,4,OO,6069,SFO,599,8,111,-13
4,22,4,OO,5737,SFO,153,11.08,57,45
5,22,0,AA,341,LGA,733,16.58,155,NA
10,24,1,OO,6259,ORD,130,8.07,53,0
7,6,3,UA,1240,SMF,910,10.65,141,-9
1,14,4,OO,6571,ORD,466,8.67,102,17
6,19,6,AA,1622,SJC,342,16,75,-11
10,3,1,WN,1136,SFO,1855,17.5,240,56
11,20,6,OH,6425,LGA,866,13.75,182,123
0,4,5,B6,174,SJC,2569,22.5,320,-16
0,27,0,WN,529,SJC,386,21.58,80,233
1,4,1,US,2120,LGA,185,9,76,-15
7,27,3,WN,1925,SJC,697,17.75,125,-4
2,5,3,OO,5557,SFO,77,9.1,43,-5
11,17,3,UA,882,ORD,867,15.8,138,110
5,26,4,AA,1240,ORD,1197,14.42,195,-6
1,6,3,WN,3331,SJC,296,14.83,60,-7
1,18,1,UA,693,LGA,733,19,164,128
11,19,5,UA,226,SFO,337,7.93,98,-17
11,24,3,HA,215,OGG,100,16.58,34,-2
6,5,6,UA,789,ORD,334,17.5,91,-13
3,5,6,HA,157,OGG,100,12.08,34,-14
11,13,6,WN,456,SJC,621,7.58,110,-25
3,13,0,US,143,SJC,621,9.08,112,-12
2,4,2,AA,743,LGA,1389,12.75,240,46
6,26,6,UA,472,ORD,528,13.65,101,-4
1,21,4,OO,6332,SFO,262,12.75,67,171
10,7,5,UA,691,LGA,733,18.08,159,39
0,26,6,OO,6493,SJC,308,13.92,80,-13
2,14,5,OH,5166,LGA,585,21,153,-6
2,11,2,B6,106,TUS,2136,23,264,11
8,14,0,UA,27,JFK,2475,15.77,369,56
6,7,1,UA,203,ORD,334,9.08,86,7
6,20,0,OH,5709,LGA,834,12.25,162,53
2,24,1,UA,630,SJC,948,18.63,145,21
2,2,0,B6,193,JFK,2248,10.5,355,-17
8,18,4,UA,543,ORD,1498,20.08,233,27
4,15,4,OO,5979,ORD,122,17.02,50,2
9,24,5,AA,363,ORD,334,22.33,80,6
1,1,5,US,1881,ORD,599,18,117,NA
2,27,4,UA,1684,SFO,414,20.92,91,-1
9,26,0,B6,187,JFK,2248,7.83,336,21
2,18,2,B6,1018,JFK,187,22.75,71,9
0,28,1,AA,721,LGA,1389,9.98,266,-9
7,4,1,US,605,ORD,1515,15.42,229,166
2,17,1,B6,1002,JFK,187,7,78,8
11,12,5,WN,2757,SMF,479,13.5,90,49
2,5,3,WN,873,SJC,621,15.17,105,0
2,1,6,OH,5571,LGA,544,6.75,133,NA
7,13,3,WN,618,SMF,910,18.42,135,22
0,28,1,OO,5920,ORD,84,16.58,48,NA
6,26,6,WN,307,SFO,447,8.67,85,-1
9,30,4,AA,1918,ORD,719,18.33,140,16
9,4,6,WN,2272,SMF,389,9.08,75,-6
10,28,5,UA,8,SFO,2586,9.33,343,11
8,30,2,OO,5554,SFO,262,15.83,82,23
9,18,6,AA,476,ORD,647,10,110,107
1,23,6,UA,770,SFO,967,13.42,144,31
4,18,0,UA,575,ORD,1721,15.22,257,35
3,25,5,AA,566,SFO,1464,19.17,200,-6
0,5,6,OO,5572,SFO,329,10.58,101,31
2,22,6,AA,1024,SJC,1476,12.25,200,-7
7,6,3,OH,5287,JFK,1028,20.08,195,30
11,20,6,B6,76,JFK,209,15.67,88,267
2,5,3,UA,365,ORD,1726,10.42,266,61
11,30,2,UA,538,ORD,867,17.5,138,-27
9,30,4,OO,5446,SFO,191,10.48,67,40
6,20,0,B6,173,JFK,2569,17.92,390,61
0,22,2,UA,9,JFK,2586,20.75,404,-22
9,26,0,UA,87,JFK,2475,11.73,371,-1
9,26,0,OO,5495,SFO,158,21.32,58,33
9,30,4,AA,476,ORD,647,10,110,-7
6,28,1,UA,74,SFO,2419,22.17,307,10
7,16,6,AA,1447,ORD,837,13.67,135,8
1,12,2,WN,285,SMF,389,17.42,75,-3
9,30,4,B6,715,JFK,1597,12.48,230,-5
8,21,0,OH,6675,JFK,213,18.67,109,71
9,25,6,AA,150,SFO,2704,23.33,330,-19
1,20,3,OO,6418,SFO,599,19.25,104,9
2,27,4,OO,5548,SFO,329,18.12,92,-10
7,1,5,US,651,SFO,2521,6.5,329,-10
11,12,5,OO,5741,SFO,78,10.98,53,64
3,18,5,OO,5551,SFO,86,7.25,42,7
5,19,4,AA,1733,ORD,1440,19.83,215,61
5,7,6,AA,1718,ORD,867,8.75,135,-14
1,6,3,WN,2022,SJC,621,21.42,105,-4
1,19,2,OH,5506,JFK,187,9.25,85,4
7,11,1,OH,5132,JFK,426,16.08,130,NA
11,7,0,UA,246,ORD,473,21.78,94,1
6,19,6,OO,6028,ORD,109,7.98,50,92
7,27,3,US,2183,LGA,214,17,75,17
1,16,6,AA,2321,ORD,802,11.83,150,73
6,27,0,AA,309,ORD,1440,10,220,32
10,12,3,US,17,JFK,2153,15.98,345,-40
2,10,1,AA,971,JFK,1090,5.75,185,8
5,1,0,AA,177,JFK,2586,17.42,370,145
10,18,2,UA,669,LGA,733,7,153,-3
10,8,6,US,700,ORD,678,11.58,120,-2
4,8,4,B6,199,JFK,2248,21.08,347,3
5,4,3,OO,6376,SFO,326,7.73,67,NA
5,20,5,US,4,ORD,1440,10.67,216,19
0,25,5,UA,8,SFO,2586,9.42,324,25
2,3,1,HA,315,OGG,100,11.08,34,-15
3,19,6,B6,648,SFO,2586,23.08,325,-8
6,18,5,AA,127,JFK,2446,15.42,330,25
9,11,6,OH,6789,JFK,766,9.37,162,-24
10,19,3,AA,1575,JFK,1391,17.58,260,-49
3,25,5,WN,162,SMF,389,16.42,75,-2
11,25,4,UA,976,ORD,589,18.07,110,21
6,28,1,OO,6006,ORD,196,14.38,60,-9
10,21,5,OO,4894,SJC,585,12.67,114,-6
6,17,4,UA,784,ORD,622,9.45,111,-3
8,21,0,UA,719,ORD,588,19.92,114,-4
8,29,1,OO,5495,SFO,158,21.47,58,17
8,19,5,OH,6632,LGA,610,9.42,147,68
8,18,4,AA,1561,ORD,1846,18.67,275,47
6,20,0,B6,71,JFK,944,6,153,2
9,2,4,UA,685,ORD,334,18.08,92,32
0,18,5,B6,125,JFK,1626,9.58,280,18
10,17,1,B6,221,JFK,2465,9,388,-1
11,19,5,OH,6771,LGA,641,17.33,145,NA
9,31,5,B6,601,JFK,1069,8,183,-3
5,29,0,UA,15,JFK,2586,15.42,382,18
5,15,0,AA,1459,ORD,235,21.83,65,86
9,5,0,WN,1008,TUS,321,6.75,60,-2
10,29,6,OO,5481,SFO,199,9.47,65,102
2,31,1,WN,1593,SJC,333,15.67,70,16
0,4,5,WN,2465,TUS,365,10.08,75,22
1,7,4,AA,1462,ORD,719,7.5,120,50
2,3,1,B6,915,JFK,740,13.75,164,108
4,31,6,UA,17,JFK,2586,17.67,395,65
1,19,2,OO,5496,SFO,191,22.92,66,27
2,27,4,AA,675,TUS,813,7.08,125,-4
2,6,4,OO,6186,ORD,760,8.57,125,2
10,10,1,OH,6541,LGA,604,20.5,139,-13
0,7,1,US,1630,SFO,2296,9,290,17
2,19,3,UA,606,ORD,612,9,105,-5
5,25,3,WN,3244,SJC,308,9.25,80,-15
8,29,1,OH,6889,JFK,425,12.92,105,4
7,21,4,UA,1497,ORD,1440,16.95,223,-23
8,13,6,UA,355,ORD,1721,12,263,36
8,9,2,UA,907,ORD,1846,17.08,277,34
8,8,1,UA,134,SFO,1846,8.88,246,48
0,8,2,OO,5674,SFO,199,14.5,63,NA
6,7,1,UA,892,SFO,2586,10.2,354,101
4,2,5,OH,5431,JFK,288,8.67,105,5
7,1,5,US,2122,LGA,185,10,78,-23
11,16,2,WN,3232,SFO,447,11.58,90,NA
6,23,3,UA,472,ORD,528,12.97,101,NA
3,3,4,AA,1772,ORD,1005,8.42,155,10
7,17,0,UA,5,JFK,2586,6,375,-31
1,7,4,UA,1448,ORD,1012,15.83,156,2
2,31,1,UA,355,ORD,1721,12.05,260,45
1,15,5,UA,1530,ORD,1005,10.68,153,17
5,9,1,OH,5139,LGA,292,8.82,94,-3
1,19,2,OO,6241,ORD,174,17.83,57,13
2,4,2,OO,6025,ORD,174,16.83,58,0
8,27,6,AA,419,ORD,1236,10.33,195,-20
10,11,2,HA,43,SJC,2416,9,330,-18
0,19,6,UA,1130,ORD,763,17.75,120,47
2,14,5,B6,202,JFK,301,17.17,101,24
11,1,1,AA,2015,LGA,1097,9,200,23
8,22,1,OO,5963,ORD,130,13.1,55,-18
7,5,2,UA,6,SFO,2586,7.47,342,-34
3,10,4,AA,352,ORD,733,17.58,135,NA
10,14,5,OH,6391,JFK,94,17.33,94,128
2,31,1,AA,1186,ORD,235,14.5,75,81
4,16,5,OH,5160,JFK,288,14.98,91,70
1,6,3,B6,1065,JFK,1522,13.58,251,20
2,8,6,AA,2345,ORD,802,18.17,155,-7
4,24,6,OO,5781,SMF,207,6.93,69,-10
9,27,1,AA,707,LGA,1389,7.98,230,7
9,24,5,OH,6515,JFK,740,9.25,166,-26
4,7,3,WN,209,SMF,480,16,85,-5
0,16,3,UA,102,SFO,1846,7.35,251,-25
6,25,5,OO,6836,TUS,451,19.1,98,70
7,18,1,OO,6369,TUS,751,6.58,134,16
8,15,1,UA,1160,ORD,678,10.63,117,-16
5,6,5,OH,5357,LGA,604,21,130,15
2,26,3,AA,1846,SJC,1438,15.58,200,NA
10,12,3,AA,333,LGA,733,14,165,35
6,13,0,AA,1217,JFK,740,17.25,165,169
8,4,4,B6,112,JFK,301,22.5,95,17
11,25,4,AA,1120,ORD,258,13.92,70,-15
9,6,1,OH,6619,LGA,647,14.58,142,37
9,27,1,UA,110,ORD,137,16.75,54,NA
8,4,4,UA,1575,ORD,1515,10.48,236,35
11,6,6,OO,6186,ORD,760,9.05,127,48
6,19,6,OO,5571,SFO,262,8.4,85,-2
6,16,3,AA,2355,ORD,802,20.08,135,-4
4,26,1,AA,2079,ORD,1723,8.17,260,NA
9,18,6,UA,646,ORD,719,13.03,156,-21
7,21,4,OO,5826,ORD,67,10.47,46,-13
4,3,6,B6,179,JFK,2153,20,330,45
10,5,3,OO,6352,SFO,751,19.05,117,13
1,20,3,B6,10,JFK,301,20.17,110,32
7,4,1,UA,437,ORD,403,8.75,87,475
5,5,4,UA,1261,ORD,1007,17.62,166,15
6,8,2,WN,1568,TUS,367,10.42,70,-1
10,20,4,HA,315,OGG,100,11.08,34,-10
6,15,2,OO,6018,ORD,588,12.27,103,26
7,2,6,WN,592,SJC,386,11,85,-14
6,18,5,UA,670,ORD,733,6.95,128,3
7,12,2,UA,186,SFO,2521,14.05,332,-5
8,24,3,HA,43,SJC,2416,9.08,310,0
4,15,4,UA,331,ORD,1721,9.75,257,-2
3,10,4,OO,5987,ORD,174,21.65,57,23
2,8,6,AA,181,JFK,2475,17,379,-3
8,26,5,UA,111,ORD,1745,11.43,262,117
0,23,3,OO,6292,SFO,192,18.53,58,1
8,12,5,WN,568,TUS,365,20.42,75,-5
5,8,0,AA,1807,ORD,606,18.92,120,238
7,21,4,OO,6380,SFO,522,10.73,95,105
11,31,3,OO,6404,SFO,451,8.67,94,52
7,8,5,UA,8,SFO,2586,9.3,342,35
8,8,1,UA,766,ORD,622,21.08,103,22
10,6,4,UA,128,ORD,678,6,123,44
4,28,3,AA,127,JFK,2446,15.42,340,32
3,16,3,AA,749,LGA,1097,13.33,185,17
0,31,4,UA,689,LGA,733,17,164,294
8,16,2,AA,2098,ORD,867,16.17,145,30
3,13,0,WN,1226,SJC,342,10.83,75,-2
6,23,3,B6,705,JFK,1597,12.25,234,48
9,1,3,UA,596,ORD,316,7.68,75,25
0,31,4,B6,54,JFK,267,15.17,78,1
0,16,3,B6,1315,JFK,228,22.25,84,-11
3,13,0,OO,5978,ORD,978,20.08,161,83
0,21,1,AQ,215,OGG,100,15.17,34,-1
1,14,4,US,856,ORD,678,20.42,120,13
8,21,0,AA,411,ORD,258,8.08,70,29
8,19,5,AA,1544,SFO,1846,10.92,255,1
9,27,1,UA,654,ORD,719,15.82,156,-8
2,5,3,AA,2077,ORD,585,9.92,115,61
3,14,1,UA,62,SFO,679,22.33,115,27
5,29,0,OO,5724,SFO,78,16,42,103
11,27,6,OO,4584,TUS,601,17,112,28
9,15,3,UA,41,SFO,2447,9.08,331,-10
1,25,1,UA,117,ORD,1721,20.17,271,115
6,23,3,UA,259,ORD,888,17,156,165
4,15,4,OH,5160,JFK,288,14.98,91,55
8,17,3,UA,292,SFO,2445,14.43,310,14
9,4,6,OO,5828,ORD,67,12.12,48,-14
5,21,6,UA,381,ORD,1781,10.03,262,-4
8,26,5,AA,2268,ORD,867,12.25,130,30
6,20,0,WN,1468,SJC,308,20.17,80,9
1,6,3,OO,6017,ORD,588,8.12,121,-10
9,28,2,OH,6483,LGA,431,13.25,111,NA
0,8,2,UA,982,ORD,589,17.83,111,137
8,29,1,OO,5726,SFO,462,9.4,118,1
4,16,5,UA,310,ORD,473,21.42,91,-2
7,10,0,B6,206,SJC,324,8.92,75,-3
6,14,1,AA,1282,SFO,1464,7.92,210,-16
8,28,0,AA,444,ORD,867,9.75,130,-3
2,18,2,AA,154,ORD,867,17.25,135,94
7,7,4,US,784,SFO,2296,22.42,301,-2
6,22,2,US,1177,LGA,544,10,126,32
6,10,4,OO,5759,SFO,412,20.28,104,12
0,9,3,OO,5554,SFO,262,15.33,79,80
8,24,3,UA,634,ORD,719,6.5,117,20
11,23,2,OO,6079,ORD,978,12.45,165,NA
1,11,1,UA,1506,SFO,651,18.22,117,190
2,5,3,OH,4948,LGA,647,21.42,143,-9
3,21,1,UA,1675,ORD,2072,8.1,291,-29
6,22,2,UA,538,ORD,867,17.08,144,-8
6,23,3,B6,181,JFK,2446,9.5,358,-12
3,28,1,AA,775,LGA,1097,8.5,185,35
6,27,0,OO,3908,SFO,599,10.2,104,91
4,30,5,OO,6085,ORD,122,6.75,47,19
7,2,6,AA,1339,ORD,1723,18.33,255,-17
10,2,0,AA,1677,ORD,1726,18.67,260,-18
3,12,6,OH,5123,LGA,834,8.98,169,110
10,28,5,WN,878,SFO,447,16.33,90,-13
0,4,5,UA,260,ORD,334,22.45,79,-11
3,15,2,UA,343,ORD,416,20.83,86,-4
2,19,3,WN,1416,SJC,188,9.67,55,-7
7,3,0,UA,1166,SFO,337,18.25,87,12
10,6,4,B6,19,JFK,1069,8.08,191,8
9,28,2,WN,1397,TUS,367,18.58,75,-21
0,18,5,AA,731,LGA,1389,11.08,255,42
8,14,0,UA,622,ORD,612,17.08,109,79
11,13,6,AA,345,LGA,733,17.5,165,-19
9,30,4,WN,417,SJC,386,9.75,85,-10
10,30,0,B6,69,JFK,1028,14.98,189,238
6,28,1,OH,5741,ORD,264,19.25,71,86
10,27,4,UA,862,SFO,967,10.75,155,-9
2,5,3,B6,903,JFK,740,6.75,166,-13
4,19,1,B6,167,JFK,2569,8.5,370,-9
0,16,3,AA,370,ORD,733,12.67,125,-7
1,14,4,AA,346,ORD,733,19.5,130,17
2,5,3,UA,376,ORD,678,16.25,124,NA
4,9,5,OH,5017,JFK,760,11.58,161,19
2,15,6,AA,613,JFK,1090,18.58,210,258
3,27,0,B6,193,JFK,2248,10.5,355,-11
7,19,2,UA,654,ORD,719,15.77,154,4
10,27,4,AA,1589,LGA,887,11.83,180,-32
2,19,3,OH,5525,LGA,866,22,163,NA
9,4,6,UA,176,SFO,2704,11.68,342,-7
1,4,1,WN,539,SJC,1838,7.75,245,NA
1,22,5,OO,5463,SFO,329,20,93,55
2,9,0,AA,1407,ORD,1745,12.25,270,121
3,1,2,B6,99,JFK,2576,8.92,395,30
3,11,5,AA,775,LGA,1097,8.5,185,9
7,31,0,AA,1194,SJC,1829,13.33,250,134
6,24,4,B6,183,JFK,2446,11.17,346,10
6,28,1,OO,5709,SMF,207,21.25,65,28
1,17,0,OO,5703,SJC,234,16.9,63,34
1,14,4,WN,1840,SJC,308,15.67,70,15
1,14,4,B6,1604,JFK,274,12.08,76,-5
5,18,3,US,573,SFO,414,13.58,92,190
0,10,4,UA,622,ORD,612,17,106,42
6,26,6,HA,30,OGG,2640,14.5,320,-3
0,21,1,AA,1544,ORD,612,18,105,183
7,27,3,AA,358,ORD,733,16.08,135,65
8,27,6,OH,6507,JFK,288,8.5,103,0
11,27,6,AA,411,ORD,334,13.67,85,55
9,3,5,UA,553,ORD,334,13.77,92,-12
2,14,5,OH,5103,JFK,267,9.33,96,24
8,4,4,OO,5952,ORD,738,18.18,133,53
10,23,0,OO,5796,SFO,153,20.1,56,-3
4,6,2,OH,5103,JFK,267,9.17,91,-23
0,22,2,OO,6037,ORD,462,19.92,101,NA
10,19,3,AA,1120,ORD,258,13.92,70,-15
7,16,6,OO,6028,ORD,109,7.98,50,-24
5,6,5,UA,830,SFO,1846,10.92,251,44
6,2,3,B6,128,JFK,267,22.92,84,-13
11,12,5,UA,614,ORD,612,13.08,106,-4
0,2,3,AA,2357,ORD,802,20.25,150,40
5,8,0,WN,455,SMF,358,18.33,70,13
9,3,5,UA,1248,ORD,264,18.33,83,29
0,2,3,WN,386,SMF,373,17.33,80,47
3,9,3,US,740,ORD,678,13.83,129,19
1,19,2,WN,2372,SMF,479,21.42,85,-4
11,9,2,AA,889,ORD,1745,17.75,280,NA
6,21,1,OH,5552,JFK,301,9.08,105,-15
7,1,5,WN,2731,SJC,621,21.17,110,25
9,13,1,OO,6035,ORD,409,16.6,89,2
11,11,4,OO,6500,SJC,308,6.32,90,-22
2,4,2,OO,5963,ORD,130,13.17,52,86
1,16,6,OH,5673,LGA,641,10.4,154,12
7,2,6,AA,392,ORD,733,7.5,125,27
1,13,3,OO,5477,SFO,158,14.33,59,10
8,26,5,WN,670,SJC,308,6.67,75,0
11,3,3,HA,151,OGG,100,15.12,34,1
2,9,0,AA,324,SFO,1464,15.17,210,21
1,10,0,B6,121,JFK,944,8,185,17
5,4,3,UA,1179,SFO,337,12.02,87,18
2,17,1,UA,1244,ORD,589,21.5,98,82
10,28,5,B6,707,JFK,1597,20.75,247,-39
5,11,3,OO,6066,ORD,177,13.2,64,-6
8,26,5,OH,6919,LGA,834,10.25,164,16
0,11,5,AA,1509,ORD,1515,21.92,225,-21
9,5,0,UA,847,LGA,229,19.48,93,-21
2,7,5,AA,2441,ORD,606,6.92,110,20
11,28,0,B6,61,JFK,1069,12.5,183,-10
0,21,1,OH,4949,JFK,213,20,122,-22
11,25,4,US,165,SJC,386,10.08,83,26
10,17,1,US,873,ORD,1515,8.5,235,-20
9,27,1,UA,266,ORD,240,18.85,69,113
6,23,3,UA,253,ORD,888,18.68,161,NA
1,24,0,WN,890,SJC,417,21.42,75,2
2,8,6,AA,2033,JFK,1391,14.92,245,23
9,9,4,UA,184,SFO,2521,8.97,328,-8
6,2,3,AA,1544,SFO,1846,10.75,260,90
2,25,2,UA,1587,ORD,1515,8,238,18
0,16,3,UA,1500,ORD,1005,7,153,27
11,17,3,HA,395,OGG,100,21.92,34,-16
7,9,6,AA,179,JFK,2586,9.08,360,22
10,16,0,AA,16,SFO,2586,11.83,330,2
6,2,3,OH,5520,JFK,187,12.83,85,198
7,19,2,AA,775,LGA,1097,8.5,185,5
8,14,0,AA,1169,ORD,1041,14.33,165,31
5,24,2,OO,5451,SFO,250,18.48,80,8
0,27,0,UA,1448,ORD,1012,15.83,156,-20
4,20,2,AA,382,ORD,733,10.17,135,69
8,26,5,US,856,ORD,678,20.33,124,104
2,17,1,AA,2333,ORD,802,15,155,27
0,11,5,WN,321,SJC,308,11.42,75,5
5,8,0,OH,5703,JFK,213,12.42,94,55
8,23,2,US,1571,ORD,678,16.42,125,19
4,16,5,UA,460,ORD,723,14.28,122,19
8,7,0,B6,45,JFK,1005,7.93,174,-14
9,1,3,AA,860,ORD,235,21.92,64,1
6,16,3,OO,5655,SMF,86,11.03,52,64
7,16,6,WN,346,SMF,358,8.5,70,-4
9,19,0,OO,6669,ORD,1186,9.95,199,13
5,15,0,UA,622,ORD,612,17.08,111,54
5,13,5,AA,2470,ORD,647,20.92,110,182
3,6,0,UA,134,SFO,1846,8.75,251,11
3,2,3,AA,1120,ORD,258,14.08,70,-5
6,18,5,US,740,ORD,678,13.83,126,25
9,24,5,UA,1220,SJC,948,7.82,161,19
7,24,0,OO,5564,SFO,86,19.7,47,22
9,17,5,UA,598,SFO,967,7.57,157,11
8,11,4,WN,2012,SJC,621,12.92,110,19
8,23,2,UA,651,ORD,1723,19.93,260,158
10,19,3,UA,365,ORD,1726,9.8,276,-23
11,1,1,OO,5779,SFO,412,12.23,113,220
7,1,5,B6,68,JFK,209,9.83,83,21
4,23,5,OO,5578,SMF,86,20.88,47,0
4,3,6,US,52,JFK,2248,20.4,359,10
4,6,2,WN,1662,SMF,389,20.92,75,-8
0,23,3,AA,1751,ORD,925,12,165,61
2,21,5,OH,5483,LGA,647,15.95,155,22
7,13,3,B6,919,JFK,740,20.5,171,-14
9,5,0,HA,40,OGG,2562,15.08,315,-7
8,9,2,B6,1305,JFK,228,8.83,83,38
0,7,1,UA,906,SFO,1846,10.75,254,60
10,16,0,OO,5482,SFO,199,13.43,65,5
6,11,5,UA,1166,SFO,337,18.27,87,26
9,26,0,OO,5564,SMF,86,20.87,43,19
0,28,1,OO,6758,ORD,174,13.17,57,186
6,15,2,US,2136,LGA,185,17,76,-2
8,14,0,AA,1473,ORD,334,19,90,88
3,1,2,AA,2309,ORD,802,8.58,155,18
10,14,5,US,976,SMF,2458,8.75,292,78
0,20,0,UA,540,ORD,867,18,137,92
1,5,2,OO,5560,SFO,77,6.4,39,108
11,16,2,UA,1248,ORD,264,18.12,81,NA
1,2,6,AA,716,ORD,1005,7.17,150,10
2,17,1,OO,6011,ORD,323,10.93,79,-6
5,8,0,UA,1017,ORD,1846,22.47,273,130
5,20,5,UA,837,JFK,2586,7.17,375,33
4,23,5,B6,1004,JFK,187,9.92,82,8
9,26,0,AA,2349,ORD,802,18.5,145,52
9,29,3,B6,1402,SFO,1504,8.58,208,-5
5,26,4,AA,1194,SJC,1829,13.33,250,49
1,14,4,UA,929,ORD,1739,15.25,266,-5
5,27,5,UA,1679,ORD,780,11.93,136,65
9,13,1,UA,1587,ORD,1515,7.32,228,84
2,10,1,WN,2003,TUS,367,11.17,75,0
2,14,5,B6,79,JFK,944,21.67,172,35
7,24,0,US,376,SMF,2458,8.5,301,19
3,20,0,OH,5366,ORD,740,17.28,162,51
11,20,6,AA,1599,ORD,1515,14.5,245,26
5,17,2,UA,146,ORD,647,19.12,120,-7
1,29,5,B6,857,JFK,1074,17.58,215,-27
8,14,0,UA,893,JFK,2586,8.42,389,-13
7,24,0,AA,16,SFO,2586,11.25,350,-9
9,28,2,AA,2360,ORD,235,19.08,75,8
9,1,3,OO,5930,SFO,421,12.6,85,-17
7,29,5,UA,828,ORD,867,21,135,-18
0,21,1,OO,6032,ORD,344,14.17,79,42
11,12,5,OO,5852,ORD,631,21.25,106,41
1,4,1,AA,2357,ORD,802,20.42,145,120
6,7,1,UA,565,ORD,1249,20.13,206,57
6,19,6,AA,1635,JFK,1597,8,235,-1
3,7,1,AA,360,ORD,733,15.33,135,48
1,28,4,AA,1635,JFK,1597,8.08,230,26
11,9,2,US,821,ORD,599,9.5,113,-1
7,6,3,UA,675,ORD,1041,19.93,169,-2
9,22,3,B6,43,JFK,944,20,185,-23
6,1,2,UA,446,ORD,599,15.75,115,-7
2,9,0,OH,5213,LGA,823,21.75,159,16
5,9,1,AA,305,LGA,733,6.92,145,26
0,21,1,AA,2077,ORD,585,9.92,115,35
2,19,3,UA,943,ORD,1745,18.67,271,59
4,8,4,UA,394,ORD,137,13.5,54,-6
8,22,1,WN,372,SJC,308,7.58,75,11
8,3,3,B6,30,JFK,264,22.5,94,-14
10,9,0,OO,6016,ORD,738,7.17,127,-14
5,5,4,UA,34,SFO,2586,22.32,340,28
11,19,5,WN,1835,SMF,605,16.42,115,23
10,1,6,UA,145,ORD,1846,12.1,279,36
0,27,0,B6,1004,JFK,187,9.83,85,24
0,31,4,OO,5886,ORD,84,17.83,48,NA
11,20,6,UA,554,ORD,783,16.75,130,42
4,11,0,HA,19,SMF,2462,8.75,315,-2
6,21,1,WN,989,SMF,479,21.17,85,-1
